packet_id,delivered,Usage
37506,0,Private
45460,0,Private
6016,1,Private
23002,0,Private
24757,0,Private
47902,0,Private
13813,1,Public
44861,0,Private
100040,1,Private
6017,1,Private
19970,1,Public
80036,0,Public
58781,1,Private
47312,1,Public
9012,1,Private
97027,1,Private
19971,1,Private
44862,0,Private
54575,1,Public
12024,1,Public
109800,1,Private
15666,1,Private
29592,1,Private
15048,1,Public
53961,1,Public
51519,1,Private
55188,0,Private
100041,0,Private
55780,0,Private
53962,1,Public
46079,0,Private
68524,1,Public
16901,1,Public
97028,1,Public
121345,0,Public
8392,1,Private
28357,1,Private
94015,1,Private
66092,0,Private
6018,1,Private
111634,0,Private
1172,0,Private
44229,1,Private
75805,1,Public
45461,1,Private
66093,1,Public
61846,1,Private
35015,1,Private
43596,1,Private
80646,1,Public
34424,0,Private
82485,1,Private
36236,0,Private
49075,1,Public
80037,1,Private
61847,0,Private
13814,0,Public
36875,1,Private
81274,1,Private
99451,0,Public
41764,1,Private
103103,0,Public
5422,0,Private
87955,1,Private
101254,0,Private
28358,1,Private
8393,1,Public
79446,1,Private
46080,0,Private
70377,0,Private
75806,1,Public
119478,1,Private
15049,1,Private
75202,1,Private
21191,1,Private
31442,0,Private
70378,1,Private
27140,1,Public
115849,0,Private
38103,0,Public
26549,1,Private
56954,0,Private
38104,1,Private
18162,0,Private
10835,0,Private
21779,1,Private
14457,1,Public
101870,0,Private
52118,1,Private
11425,0,Private
27141,1,Public
86767,1,Private
108613,1,Private
70379,0,Public
78249,1,Private
9013,1,Public
89141,1,Public
117043,0,Private
92153,0,Private
82486,0,Private
112833,0,Private
26550,1,Public
118870,1,Private
87367,1,Private
101255,0,Private
70963,0,Private
101256,0,Private
40533,0,Private
35016,1,Public
3587,1,Public
97624,0,Private
92154,0,Private
43020,0,Private
115255,0,Private
52707,1,Public
39933,0,Private
82487,1,Private
115256,1,Private
43021,0,Private
50279,1,Private
92780,1,Private
48486,0,Private
98836,1,Private
17514,1,Private
99452,1,Public
38105,1,Public
1173,0,Private
97029,1,Public
11426,0,Private
64250,1,Private
9590,1,Public
31443,0,Private
107364,0,Private
81275,1,Private
79447,1,Private
44863,0,Public
36237,1,Private
14458,0,Public
5423,0,Private
84941,1,Private
39934,0,Private
98837,0,Private
115257,0,Private
112834,0,Private
114031,0,Private
71570,0,Private
30212,1,Public
65475,1,Public
34425,1,Private
72814,1,Public
18762,1,Private
18761,1,Public
20625,0,Private
49076,0,Public
117044,0,Private
61848,0,Private
79448,0,Private
13815,1,Private
58149,0,Private
58148,1,Private
81894,1,Public
98231,1,Private
110438,1,Public
70964,0,Private
49659,1,Private
66677,0,Public
6019,0,Private
95242,0,Private
111635,1,Private
68525,1,Public
26551,1,Public
94016,0,Public
101871,0,Private
64251,1,Public
79449,1,Private
57542,1,Private
43597,0,Private
58150,1,Private
47903,0,Private
90287,1,Private
75203,1,Private
51520,1,Private
1787,1,Private
42393,0,Private
99453,1,Public
4171,1,Public
71571,0,Private
14459,1,Private
82488,1,Public
27752,0,Private
12025,0,Private
63050,1,Private
38106,1,Public
98838,1,Private
45462,0,Private
95243,0,Private
49077,1,Public
90288,1,Private
50280,1,Private
49078,1,Public
106737,1,Public
112835,0,Private
116464,0,Public
106738,1,Public
39935,0,Private
58151,0,Private
99454,1,Private
118871,0,Private
96428,1,Public
79450,1,Public
24758,0,Private
47313,1,Public
48487,1,Public
1788,1,Private
114032,0,Private
19350,0,Private
92155,1,Public
52708,1,Public
111031,0,Private
95244,0,Private
76999,1,Public
106136,1,Public
118255,1,Public
12026,1,Public
95845,1,Public
91537,1,Public
95846,1,Private
86172,1,Private
28359,1,Public
33217,1,Private
4172,1,Public
2971,1,Public
35017,1,Public
69759,1,Public
67904,1,Private
107365,1,Private
117045,1,Private
47904,1,Private
75807,1,Private
45463,1,Private
117638,1,Public
111636,1,Public
94643,1,Public
74625,1,Private
95245,0,Private
107366,1,Public
92781,1,Public
79451,1,Public
34426,1,Private
112836,0,Private
17515,1,Public
100042,0,Private
90289,0,Private
30813,1,Private
97030,1,Public
84322,1,Private
119479,1,Private
70380,0,Private
27753,0,Private
24163,0,Public
121346,1,Public
113427,1,Public
63051,1,Public
107367,1,Private
15667,0,Private
45464,1,Private
39339,1,Private
55189,1,Private
110439,1,Public
99455,1,Private
115258,1,Private
85552,1,Public
35018,1,Public
116465,0,Private
25980,0,Private
117046,0,Private
118256,1,Public
94017,0,Private
67905,0,Private
103694,1,Public
94018,1,Private
80038,1,Public
58152,1,Private
112837,1,Public
4818,1,Private
25981,0,Public
47905,0,Public
92782,1,Private
109196,0,Private
19972,1,Public
114033,1,Private
81276,0,Private
28967,1,Public
105514,1,Private
68526,0,Private
66094,1,Public
46081,0,Private
72188,1,Public
51521,0,Private
119480,1,Private
12614,1,Private
62437,1,Public
32612,0,Private
39340,1,Public
17516,1,Public
58783,0,Public
38720,1,Private
27142,1,Public
81895,1,Public
58782,1,Private
9591,0,Private
95246,0,Private
4173,1,Private
79452,1,Private
110440,1,Private
31444,0,Private
50281,1,Public
77632,0,Private
119481,0,Private
36238,1,Private
43022,1,Public
28360,0,Public
30213,1,Private
35019,0,Public
33218,0,Private
118257,1,Private
91538,1,Private
543,1,Public
76405,1,Private
100635,1,Public
92783,1,Private
16902,1,Private
25982,0,Private
98839,1,Public
114034,0,Private
33802,1,Private
89728,0,Private
99456,1,Private
64252,1,Public
79453,0,Private
41765,1,Public
70381,0,Private
28968,1,Private
79454,1,Private
23571,0,Private
25378,1,Public
56955,1,Private
26552,1,Public
81896,1,Public
84942,1,Public
32613,1,Private
67313,0,Private
67314,0,Private
19973,0,Private
92156,0,Private
39936,0,Private
69760,1,Public
118872,0,Private
84943,1,Public
75808,1,Private
40534,0,Public
58784,0,Private
106137,1,Public
1789,1,Public
43598,0,Private
24759,0,Private
63635,1,Private
41766,1,Public
46082,1,Private
53338,1,Private
104895,1,Public
87956,1,Private
19974,0,Private
35617,1,Public
50876,0,Private
83708,1,Public
21780,1,Public
64846,1,Private
106739,1,Private
89729,1,Private
58785,1,Public
23572,1,Public
59405,1,Private
103695,1,Public
69761,1,Public
46696,0,Public
36239,1,Private
32614,1,Private
8394,1,Public
10836,0,Private
28969,0,Public
116466,1,Private
50877,0,Private
75809,1,Private
16289,1,Private
49079,1,Private
94644,1,Public
68527,1,Public
109801,1,Public
32028,1,Public
13247,0,Private
66095,1,Private
28970,1,Public
41767,1,Private
96429,1,Public
23003,1,Public
121347,1,Public
52119,1,Public
77000,1,Private
28971,1,Public
100043,1,Public
118258,1,Public
6020,1,Public
52709,1,Public
104896,1,Public
77633,1,Private
27754,0,Private
101872,1,Private
49080,1,Private
25379,1,Public
68528,1,Private
28361,1,Private
61241,0,Private
83709,0,Private
24760,1,Public
102482,1,Public
94645,1,Private
6592,0,Private
49081,1,Public
64253,1,Private
89142,1,Public
95247,1,Private
78250,1,Private
84944,1,Public
91539,1,Public
75204,1,Public
84945,1,Public
29593,1,Private
27143,1,Public
101257,1,Private
99457,0,Public
92784,1,Private
43023,1,Public
24761,1,Public
50878,1,Public
37507,1,Public
97031,1,Public
7209,1,Public
16290,1,Public
81277,1,Private
92157,0,Public
87368,1,Private
46083,1,Public
16903,1,Public
39937,1,Private
56956,1,Private
112838,1,Private
114035,1,Private
60635,1,Public
98232,1,Private
49660,0,Public
98840,1,Private
31445,1,Private
28972,1,Public
56957,1,Private
80040,1,Public
80039,1,Public
7811,1,Private
21192,1,Public
46084,1,Private
101873,0,Private
8395,1,Private
18163,1,Private
72189,1,Private
109802,1,Public
40535,1,Public
70382,1,Private
70965,0,Private
118873,0,Private
38107,1,Public
25983,0,Private
82489,1,Public
9014,1,Public
90290,1,Private
98841,1,Public
46085,1,Private
97032,1,Private
87957,1,Private
45465,0,Private
75205,1,Private
100044,1,Private
7210,1,Public
58153,0,Private
41141,0,Private
44864,0,Private
66678,0,Private
12027,1,Private
90934,0,Private
55190,0,Private
71572,1,Private
120109,1,Private
70966,1,Private
70967,0,Private
112236,1,Public
64847,1,Private
48488,0,Private
61242,1,Private
74022,1,Private
43024,0,Private
49661,1,Public
113428,1,Private
96430,0,Private
114630,0,Private
76406,0,Private
74021,1,Private
64848,0,Private
100636,1,Public
7211,1,Public
16904,1,Private
58786,0,Private
66679,1,Private
2377,0,Private
61849,0,Private
84946,1,Private
7212,1,Public
61850,0,Private
49082,1,Public
66680,1,Public
544,1,Public
94646,1,Public
92158,0,Private
39341,1,Public
52120,0,Public
69144,1,Private
16291,1,Private
118259,1,Private
84947,1,Private
56354,1,Private
97625,0,Private
107368,1,Private
90291,1,Private
47906,0,Private
61851,0,Private
58787,1,Private
86768,1,Private
55781,0,Private
70383,1,Private
32029,1,Private
69762,1,Public
14460,0,Private
33219,1,Private
87369,1,Private
32030,0,Public
118874,1,Private
58154,0,Private
6021,0,Private
70968,0,Private
98842,1,Public
33220,0,Private
97626,0,Private
22389,1,Private
89730,1,Private
61852,0,Private
2972,1,Public
58155,1,Private
49662,1,Private
37508,1,Public
18763,1,Private
103696,1,Public
26553,1,Private
69145,0,Private
17517,1,Public
23004,1,Private
8396,1,Private
109197,1,Private
114036,0,Private
92159,0,Private
106740,1,Public
104283,1,Private
99458,1,Private
74023,0,Private
12615,1,Private
117047,0,Private
6593,1,Private
22390,1,Private
113429,1,Private
65476,1,Private
117048,1,Private
29594,1,Public
89143,1,Private
96431,1,Private
104284,1,Private
55782,0,Private
12028,1,Private
52710,1,Public
63636,1,Private
111032,0,Private
24762,0,Private
54576,1,Public
12029,1,Private
70969,0,Private
17518,0,Private
78251,0,Private
13816,1,Public
63637,1,Public
67906,1,Private
95249,0,Private
95248,0,Private
73446,0,Private
59406,1,Public
93403,1,Public
102483,1,Public
70970,0,Private
545,1,Private
106138,1,Private
78826,0,Private
48489,1,Public
79455,1,Public
68529,1,Public
120730,1,Private
60636,0,Private
7812,1,Public
60637,1,Private
38108,1,Private
38721,0,Private
33221,1,Private
49663,1,Private
96432,1,Private
19975,1,Private
101874,1,Private
87370,1,Private
100045,1,Public
44230,1,Private
17519,1,Public
77634,1,Private
22391,1,Public
118260,1,Public
33222,1,Private
93404,0,Private
1174,0,Private
45466,1,Private
98843,1,Public
53963,1,Private
58788,1,Private
95250,0,Private
108614,1,Public
86173,1,Private
104897,0,Private
38722,0,Private
120731,0,Private
118261,1,Public
102484,1,Public
103104,1,Public
67907,0,Private
59407,1,Public
59408,0,Private
14461,1,Public
81897,1,Public
25984,0,Private
19976,1,Private
120110,1,Public
39342,1,Public
79456,1,Public
80647,1,Public
39938,1,Private
110441,1,Public
6022,1,Private
84323,1,Public
106139,1,Public
87958,1,Public
109198,1,Private
6594,0,Private
4174,0,Public
88568,1,Private
95251,0,Private
118875,0,Private
42394,0,Private
86174,1,Private
48490,1,Private
50879,0,Private
90292,1,Public
66096,1,Public
112839,0,Private
43025,1,Public
100637,1,Private
47907,0,Private
104898,1,Private
28362,1,Private
109199,0,Private
81898,1,Public
18164,1,Private
81899,0,Public
20626,1,Private
75810,1,Public
64849,1,Private
54577,1,Private
98844,0,Public
45467,1,Private
52711,1,Private
40536,1,Public
109803,1,Public
61853,1,Public
79457,1,Private
103697,1,Private
101258,0,Private
69763,1,Private
3588,1,Public
27144,1,Public
14462,1,Public
46697,1,Private
73447,0,Private
47908,0,Private
2378,1,Public
52121,0,Private
15050,1,Public
117639,1,Public
74626,0,Private
39939,0,Private
79458,1,Public
40537,1,Public
80648,1,Public
49664,1,Public
58156,0,Private
75206,1,Private
113430,0,Public
98845,1,Public
17520,1,Public
54578,1,Private
66097,1,Public
83710,1,Public
38109,1,Public
61854,1,Public
37509,1,Public
74024,1,Private
57543,1,Public
15051,1,Private
117049,0,Private
25985,0,Private
64850,1,Public
61243,0,Private
19977,1,Public
29595,1,Public
67315,1,Public
73448,1,Private
104899,1,Public
6023,1,Private
98233,0,Private
25380,0,Private
60015,1,Private
25381,1,Private
60638,0,Private
88569,0,Private
109804,1,Public
2973,1,Private
24763,0,Private
16292,1,Public
71573,1,Private
35618,1,Public
95847,1,Public
62438,1,Private
78252,0,Private
8397,1,Public
27755,1,Private
80649,1,Private
44231,0,Private
1790,1,Public
63638,1,Private
37510,1,Private
103698,1,Private
41142,0,Public
120732,0,Private
105515,1,Public
47314,1,Public
60639,0,Private
75207,1,Public
46086,1,Public
546,1,Public
30214,1,Private
38723,0,Public
87371,0,Public
117050,1,Private
40538,1,Public
3589,1,Public
84948,0,Private
13248,0,Private
114037,1,Public
10837,0,Private
103105,1,Public
51522,1,Public
32031,0,Public
1791,1,Public
47315,1,Public
58157,0,Private
83095,1,Public
110442,1,Private
74627,0,Private
41143,0,Private
35619,1,Public
19351,1,Private
30814,1,Public
24164,1,Public
58158,0,Private
99459,1,Public
56355,1,Public
80650,1,Private
61244,0,Private
46087,1,Public
8398,1,Private
50282,1,Public
47316,1,Public
6595,1,Private
28973,0,Private
104285,1,Public
93405,1,Private
9015,1,Public
5424,1,Private
547,1,Public
68530,1,Public
70971,1,Private
72815,0,Private
21193,1,Private
102485,1,Public
80651,1,Private
101875,0,Private
30215,1,Public
100046,1,Private
71574,0,Private
75811,1,Private
51523,1,Public
52122,1,Private
111637,1,Public
2974,1,Public
75812,1,Private
37511,1,Private
103699,1,Public
33223,1,Private
49665,1,Private
6596,1,Private
83711,1,Private
34427,1,Public
68531,1,Public
86769,0,Private
70972,0,Private
55783,0,Private
36876,1,Public
112237,1,Public
4175,1,Public
74628,1,Private
87372,1,Public
98846,1,Public
115259,1,Public
80041,1,Public
83096,0,Public
84949,1,Private
15668,1,Public
76407,1,Private
25382,1,Private
74025,0,Private
53339,0,Private
114038,1,Public
20627,1,Public
5425,1,Public
103700,1,Private
70973,1,Private
80042,1,Public
36877,0,Public
2975,1,Public
63639,1,Public
84324,1,Private
78827,1,Public
114039,1,Public
105516,0,Private
26554,0,Public
49083,1,Public
6597,0,Private
103701,1,Private
113431,1,Public
117640,1,Private
81278,1,Public
61245,0,Private
87373,1,Public
56356,1,Public
3590,1,Public
65477,1,Public
91540,1,Public
63640,1,Private
13817,1,Private
39343,1,Public
117051,1,Public
15052,1,Public
118876,1,Private
9592,1,Private
16293,1,Public
52712,1,Public
35020,1,Public
19352,1,Public
68532,1,Public
64851,1,Public
94019,1,Private
12030,1,Public
17521,1,Public
45468,1,Private
78828,1,Public
102486,0,Private
120733,1,Public
48491,1,Public
57544,1,Private
97033,1,Public
53340,1,Public
18165,1,Private
120111,1,Private
92160,1,Private
104286,0,Private
118262,1,Public
36240,0,Public
94647,0,Public
78829,1,Private
37512,0,Private
70384,1,Private
74629,0,Public
49084,1,Public
44232,0,Private
84325,1,Private
105517,1,Private
30216,0,Public
100638,1,Private
17522,0,Public
94020,1,Public
15669,1,Private
36878,1,Private
106741,1,Public
54579,1,Private
61855,0,Private
24165,0,Private
56958,0,Public
78830,1,Private
43599,0,Private
20628,0,Public
81900,1,Public
75813,0,Private
103703,1,Public
45469,1,Private
49085,1,Public
81279,1,Private
103702,1,Public
87959,1,Private
116467,1,Public
92161,1,Private
70974,0,Private
56357,1,Private
112239,1,Public
112238,1,Private
52713,1,Public
109805,1,Private
73449,0,Private
84326,1,Private
85553,1,Public
87374,1,Public
5426,1,Private
100047,1,Private
2976,1,Public
24166,1,Private
89144,1,Private
45470,1,Private
52714,1,Private
117641,1,Public
15053,1,Private
107369,0,Private
83097,1,Public
78253,1,Private
113432,1,Private
4176,1,Public
37513,1,Public
58159,0,Private
19353,1,Public
34428,1,Private
87375,1,Private
23005,0,Private
59409,1,Private
12031,1,Private
91541,1,Private
74026,0,Private
2379,0,Private
84950,1,Public
81901,1,Public
76408,1,Private
67908,0,Public
116468,1,Private
70975,0,Private
105518,0,Private
77001,1,Private
49086,1,Public
66681,1,Private
1792,1,Public
55191,1,Private
13818,1,Public
73450,1,Private
33803,0,Private
548,1,Public
14463,1,Public
24764,1,Private
100048,0,Private
109806,1,Public
55192,1,Private
66098,1,Public
78254,0,Public
38724,1,Private
84951,1,Public
115260,0,Private
106140,1,Public
36241,1,Private
46698,0,Private
6024,1,Private
26555,1,Public
21781,1,Private
103106,1,Public
85554,1,Public
12616,1,Private
106742,1,Public
70976,0,Private
32615,1,Private
44865,0,Private
73451,1,Private
12617,1,Private
67316,1,Public
97627,0,Private
3591,1,Private
10201,1,Private
7813,1,Public
53964,1,Public
111033,0,Public
6025,1,Private
107370,1,Private
92162,1,Private
30217,1,Public
94021,0,Private
10202,1,Public
53341,1,Private
30815,1,Public
81902,1,Public
105519,1,Private
106141,1,Private
30218,1,Public
6026,0,Private
103704,0,Private
114631,0,Private
21194,1,Public
39940,1,Private
36879,1,Public
89731,0,Private
116469,1,Private
6598,0,Private
10839,0,Private
72816,1,Private
6027,1,Private
30816,1,Private
46699,1,Private
117052,0,Private
64254,0,Private
61246,1,Private
98847,0,Private
70385,1,Private
10838,1,Private
41144,1,Private
52123,1,Public
101259,0,Private
50880,0,Private
84327,1,Private
20629,1,Private
94022,1,Private
47317,1,Private
69146,1,Public
106142,1,Public
42395,1,Private
1175,1,Private
4177,1,Private
27756,1,Private
41768,1,Private
118877,1,Private
112840,1,Private
35021,1,Public
92785,1,Private
99460,1,Public
58160,1,Private
99461,1,Public
94648,1,Private
66682,0,Private
111034,0,Private
14464,0,Public
4819,1,Private
32616,1,Private
22392,0,Private
120734,1,Private
107997,0,Private
13819,1,Public
26556,1,Private
106743,1,Private
8399,1,Public
71575,0,Private
94649,1,Public
69147,1,Private
101260,0,Private
49666,1,Private
58161,0,Private
67317,0,Private
31446,1,Private
72817,0,Private
55784,0,Private
118878,0,Private
58162,0,Private
106744,0,Private
44233,1,Private
52715,1,Private
79459,1,Public
1793,0,Private
32032,1,Public
90293,1,Public
23006,1,Public
27145,0,Private
27757,1,Private
66099,1,Public
86175,0,Private
24167,0,Private
106745,1,Private
46088,1,Private
62439,0,Private
12618,1,Public
28363,1,Public
38110,1,Private
104287,1,Public
60016,1,Private
22393,1,Public
36880,1,Private
99462,1,Private
116470,1,Private
76409,1,Public
115850,1,Public
112841,1,Private
77002,1,Public
29596,1,Public
35022,1,Private
30817,1,Private
1176,1,Private
104900,1,Private
106746,1,Private
104288,1,Public
112842,1,Private
28364,0,Private
22394,1,Private
118879,0,Private
109200,1,Private
80043,1,Public
66100,0,Private
76410,0,Private
59410,1,Private
46700,1,Private
66683,1,Private
101261,0,Private
81903,1,Private
81280,1,Private
18764,1,Public
118263,1,Public
19978,0,Private
77003,1,Public
111035,1,Private
39344,1,Public
46701,0,Private
13249,1,Private
39345,1,Public
23573,1,Public
95252,1,Private
12032,1,Private
35023,1,Private
102487,1,Public
27146,1,Public
108615,1,Public
80652,1,Private
23574,1,Private
81904,1,Public
29597,1,Public
6028,1,Public
51524,0,Private
48492,1,Private
75208,1,Public
78831,1,Private
85555,1,Public
118880,1,Public
19979,1,Private
66101,1,Private
35620,1,Private
29598,1,Public
112843,1,Public
73452,0,Private
79460,1,Private
36881,1,Private
56358,1,Public
12619,1,Private
89145,1,Private
66684,1,Private
7213,1,Private
27147,1,Public
59411,0,Private
115851,1,Public
9016,1,Public
94023,1,Public
41769,1,Public
71576,1,Public
18166,1,Public
9593,1,Private
70386,1,Private
97628,0,Private
33224,1,Public
30818,1,Private
26557,1,Public
17523,1,Public
110443,1,Public
84328,1,Private
53342,1,Private
81905,1,Public
28974,0,Public
62440,1,Public
84329,1,Public
72818,0,Private
120112,1,Public
43026,1,Private
97629,0,Public
26558,0,Private
61247,1,Private
57545,1,Private
11427,1,Private
114040,1,Public
54580,1,Public
43600,1,Private
24765,1,Private
30219,1,Private
48493,1,Public
74630,0,Private
97034,1,Private
81906,1,Public
98848,0,Private
8400,1,Public
33804,1,Public
63641,1,Public
66685,1,Public
66686,1,Private
66687,1,Private
66102,1,Private
91542,1,Private
15670,1,Public
59412,1,Private
6029,1,Public
23575,1,Private
120735,1,Private
100639,1,Private
95848,1,Public
9017,1,Public
43027,1,Private
26559,1,Public
16905,1,Public
51525,0,Public
109807,1,Private
69764,1,Public
120113,0,Private
76411,0,Private
23007,1,Public
59413,1,Public
49667,1,Public
30819,0,Private
31447,1,Private
104901,1,Private
35024,1,Private
12620,1,Private
25986,1,Private
19980,1,Private
35621,1,Private
95849,1,Private
112240,1,Private
95253,1,Private
69765,1,Public
51526,1,Private
42397,1,Private
42396,1,Private
15671,0,Private
100640,1,Private
86176,0,Private
29599,1,Private
101262,0,Private
58163,1,Private
6599,1,Private
116471,1,Public
89146,1,Private
89147,1,Public
74027,1,Private
36882,1,Public
86770,0,Private
72819,0,Private
36242,1,Private
61856,1,Private
107371,0,Private
21195,1,Public
9594,1,Private
53965,1,Private
72190,1,Private
9595,1,Private
118264,1,Private
9018,1,Private
6600,0,Private
63052,1,Public
77635,1,Private
101876,1,Private
77636,1,Public
54581,1,Public
81281,1,Private
92163,0,Private
91543,1,Private
19981,1,Private
9596,1,Private
56359,1,Private
12033,1,Public
35025,1,Private
1794,1,Public
25383,1,Public
48494,1,Public
100049,1,Public
2977,1,Public
40539,1,Private
35622,0,Private
24168,1,Private
47318,1,Public
6030,1,Public
24169,0,Private
115852,1,Public
79461,1,Private
53343,0,Private
117642,1,Public
65478,1,Public
82490,1,Private
70977,1,Private
63642,0,Private
72191,1,Private
43601,0,Private
110444,0,Public
35623,1,Public
7214,1,Public
76412,0,Private
86177,0,Private
111638,1,Private
52124,0,Public
115853,1,Public
56959,0,Private
81282,1,Public
34429,1,Public
48495,1,Public
7814,1,Private
20630,1,Private
117643,1,Public
94024,1,Public
81907,1,Private
43028,1,Public
33805,1,Public
39941,1,Private
84330,1,Private
109201,0,Private
72192,1,Public
25384,0,Public
4178,1,Private
38725,0,Private
28365,1,Private
89732,1,Private
16294,1,Private
32617,0,Private
109202,1,Private
41145,0,Private
44866,0,Private
67909,0,Private
63643,1,Private
5427,1,Private
23576,1,Private
84952,1,Public
28366,1,Private
57546,1,Private
98849,1,Private
72820,1,Public
58789,0,Private
52125,0,Private
92786,0,Private
6031,0,Private
84331,0,Public
46702,1,Private
28367,0,Private
87960,1,Private
42398,1,Private
104902,1,Public
75209,1,Public
61857,1,Private
20631,1,Private
54582,1,Public
36883,1,Public
39942,1,Public
45471,0,Private
95254,1,Private
69766,1,Public
48496,1,Private
92787,1,Private
6601,1,Private
114632,1,Private
76413,1,Private
108616,0,Private
95850,1,Private
9019,1,Public
22395,1,Public
18765,0,Public
76414,1,Private
83713,1,Public
83712,1,Public
51527,0,Private
28368,0,Private
38726,1,Private
41146,0,Private
49668,1,Private
111036,1,Private
86178,1,Private
94025,1,Private
549,1,Private
84332,0,Private
18766,1,Private
120736,1,Public
86771,1,Private
60017,1,Public
23008,0,Private
38727,1,Private
53344,0,Public
67910,0,Public
98234,0,Private
16906,1,Private
30220,1,Public
86772,1,Private
8401,1,Public
70978,0,Private
52126,0,Public
5428,0,Private
86773,1,Public
42399,0,Private
61248,0,Public
114633,1,Public
7215,1,Public
18767,1,Public
116472,1,Public
107998,0,Private
6032,1,Private
81908,1,Public
65479,1,Public
32618,0,Private
72821,0,Private
46089,1,Private
32619,0,Public
29600,1,Public
76415,0,Public
71577,0,Public
46090,1,Private
20632,0,Private
21782,1,Private
65480,0,Public
9597,1,Private
101877,0,Private
32033,1,Private
95851,1,Public
43602,0,Public
87376,0,Public
117644,1,Private
66103,1,Public
83098,1,Private
37514,1,Public
76416,0,Private
53345,0,Private
97035,1,Public
27148,1,Public
105520,1,Public
86179,0,Private
10203,1,Private
30221,1,Private
69767,1,Public
35026,1,Public
32034,1,Private
44867,0,Private
85556,1,Public
36243,0,Public
87377,1,Public
51528,1,Public
95255,0,Public
53966,0,Public
22396,1,Private
21783,1,Public
55193,0,Public
32035,1,Private
60018,1,Private
58790,1,Public
110445,1,Public
36884,1,Private
69148,0,Public
33225,1,Private
102488,0,Private
79462,1,Public
61858,1,Public
23577,1,Private
40540,1,Private
29601,0,Public
86180,1,Public
38111,1,Public
18768,1,Public
78255,0,Private
43603,0,Private
24766,0,Private
70387,1,Private
119482,1,Private
46091,0,Private
120737,0,Public
49669,1,Private
11428,0,Private
83099,1,Private
44234,0,Public
103107,1,Private
9598,1,Private
22397,1,Public
47319,1,Private
18167,1,Private
47909,0,Private
10840,0,Private
59414,1,Private
97036,1,Public
110446,1,Public
98850,1,Public
48497,1,Public
43029,1,Private
98851,1,Public
14465,1,Public
68533,1,Public
111639,1,Private
28975,1,Private
117053,0,Private
46703,0,Private
106747,0,Private
8402,0,Private
13820,1,Public
55785,0,Private
107372,1,Public
43604,0,Public
36244,0,Public
49087,1,Public
14466,1,Private
50283,0,Private
79463,1,Public
44868,0,Public
100050,1,Public
40541,1,Public
53967,1,Public
70388,1,Public
38728,0,Public
69149,0,Public
61859,1,Private
85557,0,Public
85558,1,Public
27149,0,Public
34430,1,Public
10841,0,Public
33806,1,Public
84953,1,Public
47320,1,Private
49670,1,Public
33807,1,Private
18769,1,Private
106143,1,Private
55194,0,Public
8403,1,Private
63645,1,Public
61249,0,Public
9020,1,Public
28976,0,Public
41770,0,Public
63644,1,Private
111640,1,Public
14467,1,Public
63646,1,Public
15054,1,Public
97037,1,Public
89148,0,Private
24767,0,Private
95256,0,Public
21196,1,Public
58164,0,Public
13250,0,Private
30820,1,Private
78256,0,Private
86181,1,Public
77637,1,Public
9599,1,Public
62441,0,Public
92788,1,Private
68534,1,Public
41147,1,Private
33808,1,Private
69150,1,Public
18770,1,Public
47321,1,Private
95852,1,Public
93406,1,Public
104903,1,Private
83714,1,Private
112241,1,Public
90294,1,Private
46092,1,Private
69151,1,Public
29602,1,Public
80044,0,Private
87378,1,Private
101878,0,Public
36885,1,Public
114634,0,Private
79464,1,Private
55786,0,Public
48498,1,Private
103705,1,Public
38112,1,Public
45472,0,Public
81909,1,Public
54583,1,Public
77638,1,Private
70979,0,Public
16295,1,Private
55787,0,Private
14468,0,Private
21197,1,Public
8404,1,Public
15055,0,Private
37515,0,Private
109203,0,Public
54584,1,Private
40542,1,Private
11429,0,Public
19354,1,Public
36886,1,Public
113433,1,Private
100641,1,Private
95257,0,Public
47322,0,Public
80653,0,Private
100051,1,Public
64255,1,Public
28977,1,Public
61860,1,Private
99463,1,Private
39346,1,Public
7216,1,Private
27150,1,Private
65481,1,Public
32036,1,Public
117054,0,Public
92164,0,Private
42400,0,Public
57547,1,Private
94026,1,Private
53346,0,Private
59415,1,Private
85559,1,Public
91544,1,Public
90295,1,Private
61250,0,Private
111037,0,Private
20633,1,Private
36887,1,Public
5429,1,Private
4179,0,Private
45473,0,Private
110447,1,Public
66688,1,Private
73453,0,Public
92165,0,Public
84333,1,Public
25385,0,Private
85560,0,Public
115854,1,Public
9600,1,Public
104289,1,Private
27151,1,Private
121348,1,Private
14469,1,Public
96433,1,Private
60640,0,Private
9601,1,Public
43030,1,Private
13251,0,Private
32037,1,Private
64256,1,Public
96434,0,Public
83715,1,Private
41771,1,Private
17524,1,Public
31448,1,Public
101879,0,Public
120114,1,Public
30222,1,Public
62442,0,Private
31449,1,Public
7815,1,Public
33809,0,Private
90935,0,Private
86182,1,Private
78832,1,Private
29603,1,Public
76417,0,Public
15672,1,Private
47323,1,Private
26560,0,Private
25987,0,Private
57548,1,Private
113434,1,Public
6602,0,Private
27758,0,Private
81910,1,Public
27759,0,Private
83100,1,Public
79465,1,Private
101880,0,Public
78833,1,Public
94650,1,Private
64257,1,Public
7816,1,Private
1795,1,Private
84334,1,Public
38729,0,Private
93407,1,Private
89149,1,Public
18168,1,Public
82491,1,Public
43605,0,Private
93408,1,Public
56360,1,Private
47910,0,Private
87961,1,Private
1796,1,Private
26561,1,Public
26562,1,Public
37516,1,Public
103706,1,Public
75210,0,Public
90296,0,Public
100052,1,Private
9602,1,Private
74028,1,Private
