packet_id,user_id,timestamp_minute,session_duration_s,packet_size,distance_to_router,signal_strength,channel_load,device_type,os,protocol,request_type,destination_host,priority,is_encrypted,vpn_active,preferred_dns,battery_level,movement_speed,retry,delivered
65324,107,15549,820,44738,12.94,-55.18,0.303,phone,android,udp,streaming,okko.tv,low,True,False,1.1.1.1,46.2,0.95,0,1
16396,27,1273,2133,4187,3.15,-73.16,0.188,phone,android,udp,gaming,steampowered.com,medium,True,False,208.67.222.222,34.4,0.31,0,1
6297,10,8698,2385,3540,7.04,-68.64,0.379,iot,linux,udp,gaming,battlestate.games,medium,True,False,8.8.8.8,51.5,0.15,1,0
96847,159,13622,56,893,16.47,33.39,0.605,laptop,linux,tcp,browsing,google.com,low,False,False,1.1.1.1,59.3,0.42,0,1
88233,145,8928,1052,34009,11.58,-73.28,0.304,phone,android,udp,streaming,twitch.tv,high,True,False,9.9.9.9,76.9,0.45,1,0
119616,197,2618,1456,35333,21.85,-32.62,0.236,phone,android,udp,streaming,twitch.tv,high,False,False,9.9.9.9,38.2,1.5,0,1
97739,161,1676,1411,38742,18.01,13.54,0.205,laptop,macos,tcp,streaming,kinopoisk.ru,medium,False,False,8.8.8.8,58.3,0.22,1,0
44996,74,1784,448,23937,20.38,45.03,0.217,laptop,windows,quic,download,s3.amazonaws.com,medium,True,,,69.6,0.79,1,0
68228,112,9757,165,1129,21.19,-62.92,0.434,phone,android,tcp,browsing,instagram.com,medium,True,False,9.9.9.9,46.7,0.46,0,1
82452,135,19674,516,29722,16.65,-79.53,0.634,phone,android,tcp,download,releases.1c.ru,high,True,True,9.9.9.9,45.7,3.64,0,1
98562,162,10304,788,60758,6.92,-3.57,0.197,laptop,windows,udp,streaming,kion.ru,medium,True,False,,79.1,0.31,1,0
28485,47,1577,203,54141,17.18,3.61,0.214,laptop,windows,udp,download,yadi.sk,medium,False,,,49.4,0.08,0,1
96816,159,12131,534,63129,13.53,36.08,0.799,laptop,linux,udp,download,github.com,low,False,True,208.67.222.222,57.6,0.29,0,1
69352,114,6068,569,57169,5.8,52.77,0.177,laptop,windows,tcp,download,yadi.sk,medium,False,True,208.67.222.222,91.9,0.13,0,1
100195,165,2590,271,18106,8.46,-60.28,0.328,phone,android,tcp,download,dl.google.com,low,True,False,9.9.9.9,18.1,4.09,0,1
97769,161,2740,86,345,15.79,-8.99,0.334,laptop,macos,tcp,browsing,pikabu.ru,high,False,False,1.1.1.1,33.5,0.44,1,0
82637,136,2927,1190,14191,8.43,10.59,0.307,laptop,linux,udp,streaming,vkvideo.ru,high,True,False,208.67.222.222,61.2,0.63,0,1
55957,92,4333,49,1173,15.92,95.08,0.306,laptop,macos,tcp,browsing,habr.com,high,True,True,,57.0,0.35,0,1
73277,120,15216,325,62077,3.96,-69.14,0.644,iot,linux,tcp,download,github.com,medium,True,True,,50.3,0.08,1,0
1476,2,9105,584,27817,8.91,52.09,0.378,laptop,windows,udp,streaming,vkvideo.ru,medium,True,False,208.67.222.222,100.0,1.24,0,1
99771,164,9727,419,42916,25.25,-42.76,0.629,phone,ios,udp,streaming,vkvideo.ru,medium,True,,,32.8,3.76,0,1
17145,28,7377,1201,15199,7.05,-78.08,0.258,iot,android,udp,streaming,videomore.ru,high,True,True,1.1.1.1,56.2,0.21,0,1
37958,62,16129,2284,1361,11.82,-64.12,0.301,phone,android,quic,gaming,epicgames.com,high,False,False,9.9.9.9,78.2,0.54,0,1
27488,45,10112,2970,4841,3.42,-75.92,0.259,phone,ios,quic,gaming,faceit.com,medium,False,True,208.67.222.222,68.5,0.52,1,0
102131,168,7701,351,18129,20.22,-93.25,0.515,phone,android,quic,download,cloud.mail.ru,high,True,False,9.9.9.9,76.4,0.45,0,1
43738,72,2603,287,22638,15.57,-66.02,0.472,iot,android,tcp,download,dl.google.com,high,True,False,208.67.222.222,29.1,0.28,0,1
107215,176,15636,162,309,12.02,87.7,0.297,laptop,linux,tcp,browsing,rbc.ru,low,False,False,,31.1,0.22,0,1
95703,157,15892,930,2885,5.36,77.36,0.169,laptop,windows,udp,gaming,gaijin.net,medium,True,True,208.67.222.222,50.8,0.78,0,1
48847,80,12691,3579,2795,19.84,-49.52,0.142,phone,android,udp,gaming,leagueoflegends.com,medium,True,True,1.1.1.1,27.5,2.45,1,0
31063,51,6249,513,33037,0.5,-12.46,0.32,phone,android,udp,download,mega.nz,high,True,False,1.1.1.1,60.9,1.27,0,1
42085,69,9668,1426,10079,19.58,23.35,0.479,laptop,linux,udp,streaming,kion.ru,high,False,False,208.67.222.222,40.2,1.14,1,0
18856,31,850,75,670,6.36,-69.4,0.672,phone,android,tcp,browsing,mail.ru,low,False,False,1.1.1.1,42.0,2.23,1,0
104232,171,19161,37,694,23.03,-23.81,0.61,phone,android,tcp,browsing,sports.ru,low,False,True,208.67.222.222,66.1,2.52,0,1
69588,114,15125,1573,27268,4.62,84.94,0.581,laptop,windows,udp,streaming,vkvideo.ru,high,False,False,1.1.1.1,65.4,0.33,0,1
109916,181,967,1336,571,10.54,-101.22,0.51,phone,android,udp,gaming,ea.com,high,True,False,208.67.222.222,26.3,0.19,1,0
40390,66,14231,109,188,9.54,32.98,0.147,laptop,macos,tcp,browsing,ozon.ru,medium,True,False,208.67.222.222,43.5,0.29,0,1
119337,196,15647,1419,30155,1.83,107.2,0.373,laptop,windows,tcp,streaming,amediateka.ru,low,False,True,9.9.9.9,22.0,0.64,0,1
16112,26,14731,1553,4279,5.19,-24.16,0.169,iot,linux,udp,gaming,vkplay.ru,high,True,False,9.9.9.9,80.4,0.22,1,0
9942,16,11313,111,99,15.3,9.91,0.354,laptop,linux,tcp,browsing,ozon.ru,low,True,False,,19.7,0.65,0,1
120836,199,898,163,60405,10.0,-44.72,0.702,phone,ios,tcp,browsing,telegram.org,medium,False,False,1.1.1.1,39.3,0.48,1,0
107709,177,9889,1301,8043,12.5,-65.23,0.328,phone,android,udp,streaming,rutube.ru,low,False,False,,27.4,1.06,1,0
77545,127,17850,95,1952,2.16,-36.4,0.514,phone,android,quic,browsing,yandex.ru,low,True,False,8.8.8.8,86.4,1.3,0,1
14341,23,16233,1237,4659,8.17,-16.23,0.33,laptop,linux,udp,gaming,steampowered.com,high,False,False,9.9.9.9,58.5,1.17,0,1
4927,8,1203,2710,1107,6.31,-41.03,0.118,phone,android,udp,gaming,blizzard.com,high,True,,8.8.8.8,25.0,0.63,0,1
73152,120,10750,293,43311,6.2,-83.77,0.621,iot,linux,quic,download,huggingface.co,low,True,True,,64.9,0.24,0,1
37737,62,7161,214,59406,11.58,-54.41,0.245,phone,android,quic,download,releases.1c.ru,high,True,False,9.9.9.9,41.5,1.15,0,1
65119,107,7872,2469,3884,10.84,-60.97,0.71,phone,android,udp,gaming,battlestate.games,high,True,False,208.67.222.222,42.7,1.97,0,1
57222,94,8063,3037,3131,6.04,-48.23,0.69,iot,linux,tcp,gaming,blizzard.com,high,False,False,9.9.9.9,37.8,0.3,0,1
93091,153,9441,123,580,17.38,-21.65,0.716,iot,android,tcp,browsing,ok.ru,low,False,False,9.9.9.9,49.0,0.2,1,0
2038,3,7644,355,11630,11.99,-33.08,0.491,phone,ios,udp,download,cdn.yandex.net,low,True,False,208.67.222.222,80.4,2.24,0,1
119111,196,5563,596,37264,0.5,149.55,0.24,laptop,windows,tcp,download,mega.nz,high,True,False,,49.5,0.27,0,1
25899,42,18252,1551,47311,21.08,-83.74,0.445,phone,android,quic,streaming,youtube.com,low,True,True,9.9.9.9,37.3,1.43,1,0
97334,160,8909,401,44895,12.91,-91.95,0.302,phone,ios,udp,download,update.1c.ru,low,True,,9.9.9.9,85.5,1.47,1,0
63808,105,3655,88,981,22.58,-20.72,0.619,laptop,macos,tcp,browsing,huggingface.co,low,False,False,,59.2,0.07,1,0
15993,26,9783,956,55204,7.34,-15.99,0.471,iot,linux,udp,streaming,youtube.com,medium,False,True,8.8.8.8,35.5,0.07,0,1
48420,79,18254,66,1650,13.96,-29.98,0.638,phone,ios,quic,browsing,ozon.ru,low,True,False,1.1.1.1,42.4,1.4,0,1
84678,139,10689,568,55271,9.96,-87.8,0.724,phone,android,quic,streaming,youtube.com,low,False,True,9.9.9.9,81.2,0.22,1,0
41363,68,5907,1313,22253,8.11,53.86,0.196,laptop,macos,udp,streaming,kion.ru,high,False,False,,44.5,0.18,0,1
47580,78,8338,293,37110,9.6,-82.3,0.365,phone,ios,tcp,download,mega.nz,medium,False,False,1.1.1.1,5.0,0.07,1,0
17214,28,10181,767,3517,5.58,-64.59,0.24,iot,android,udp,gaming,mail.ru,medium,False,True,1.1.1.1,38.9,0.29,0,1
108407,178,12857,316,13749,13.42,-36.26,0.318,iot,android,tcp,download,pytorch.org,high,False,True,9.9.9.9,51.3,0.17,0,1
51940,85,13389,1620,44378,15.51,-75.97,0.378,phone,android,udp,streaming,rutube.ru,high,True,False,1.1.1.1,84.7,3.22,0,1
20440,33,14062,252,42593,9.71,-28.03,0.445,phone,android,quic,download,cloud.mail.ru,medium,True,True,,45.8,5.54,0,1
98037,161,13934,1310,38423,18.87,-6.21,0.387,laptop,macos,tcp,streaming,rutube.ru,high,False,False,1.1.1.1,43.2,0.47,1,0
44674,73,14063,491,49144,12.54,47.89,0.481,laptop,windows,udp,streaming,premier.one,medium,True,True,,31.3,0.16,0,1
31045,51,5261,315,35604,1.56,-36.58,0.726,phone,android,tcp,download,onedrive.live.com,medium,True,False,208.67.222.222,61.9,0.34,1,0
61426,101,3931,98,751,18.48,-26.93,0.384,phone,ios,tcp,browsing,vk.com,low,True,,,40.7,0.75,0,1
6689,11,619,1747,13620,7.44,-69.9,0.661,phone,android,tcp,streaming,rutube.ru,high,True,True,8.8.8.8,82.2,0.45,1,0
81825,134,18878,370,18665,22.24,-68.65,0.216,phone,android,tcp,download,mega.nz,high,False,True,1.1.1.1,65.4,0.16,0,1
36646,60,11632,1147,11960,18.13,-75.13,0.296,iot,android,tcp,streaming,kion.ru,high,True,True,8.8.8.8,54.1,0.03,0,1
59989,98,20080,411,35025,13.93,-58.18,0.34,phone,ios,tcp,download,onedrive.live.com,low,False,False,9.9.9.9,19.7,1.64,0,1
94822,156,4162,1359,50562,7.97,-77.31,0.387,iot,linux,tcp,streaming,rutube.ru,high,False,False,1.1.1.1,54.3,0.14,1,0
47131,77,13825,2363,2034,13.44,-87.42,0.546,iot,linux,quic,gaming,gaijin.net,high,False,False,8.8.8.8,45.1,0.27,1,0
48218,79,9302,3138,1776,11.61,-11.99,0.664,phone,ios,udp,gaming,epicgames.com,high,False,False,8.8.8.8,61.6,2.77,1,0
35933,59,8758,1072,9479,17.59,24.27,0.265,laptop,windows,tcp,streaming,kion.ru,medium,False,True,1.1.1.1,55.3,0.57,1,0
85212,140,7292,161,66,8.08,-102.85,0.283,phone,android,tcp,browsing,gosuslugi.ru,low,True,True,,56.1,0.48,0,1
86981,143,5188,498,38734,13.98,56.32,0.754,laptop,windows,udp,streaming,ntv.ru,high,False,False,9.9.9.9,28.6,0.31,0,1
20203,33,5567,36,1948,13.4,-35.22,0.344,phone,android,udp,browsing,pikabu.ru,high,True,False,,39.5,2.61,1,0
92884,153,911,520,29046,18.28,-29.79,0.509,iot,android,udp,streaming,wink.ru,high,True,,,30.9,0.12,1,0
54407,89,14434,225,17348,11.03,-52.53,0.149,phone,ios,tcp,download,mega.nz,low,False,True,,56.4,3.19,0,1
30035,49,14267,366,20837,21.67,-106.58,0.491,iot,linux,tcp,download,cloud.mail.ru,low,False,False,9.9.9.9,64.9,0.19,0,1
86288,142,1152,1364,48606,4.87,-69.01,0.342,phone,android,udp,streaming,vkvideo.ru,high,True,False,9.9.9.9,19.9,2.43,0,1
108306,178,8794,568,36748,12.77,-26.62,0.175,iot,android,quic,streaming,rutube.ru,medium,True,False,1.1.1.1,64.5,0.09,0,1
35209,58,4895,385,41888,7.45,-81.98,0.656,phone,android,tcp,download,archive.debian.org,medium,True,False,1.1.1.1,74.2,2.49,1,0
80586,132,18446,452,55779,20.59,42.52,0.245,laptop,windows,tcp,download,cdn.yandex.net,medium,True,False,8.8.8.8,43.1,0.78,0,1
22508,37,1048,879,4720,8.96,-16.79,0.432,iot,linux,quic,gaming,gaijin.net,high,True,False,9.9.9.9,22.3,0.02,0,1
166,0,6616,1463,34642,11.98,-58.03,0.623,phone,ios,udp,streaming,netflix.com,high,False,,9.9.9.9,43.9,1.35,0,1
109507,180,9158,415,41154,25.46,-71.52,0.605,phone,android,tcp,download,github.com,medium,True,True,1.1.1.1,79.0,1.06,0,1
56812,93,15709,86,227,15.18,-88.29,0.307,iot,linux,quic,browsing,ok.ru,high,False,False,9.9.9.9,56.8,0.12,1,0
108370,178,11305,1830,1686,13.41,-35.75,0.121,iot,android,udp,gaming,gaijin.net,medium,False,False,,30.4,0.2,0,1
114255,188,5895,373,37691,13.48,-17.12,0.072,phone,android,udp,streaming,vkvideo.ru,high,False,True,,46.5,0.84,0,1
82651,136,3483,1439,4901,13.14,-13.8,0.706,laptop,linux,quic,gaming,steampowered.com,medium,False,False,,83.6,0.26,1,0
29524,48,17982,549,25839,9.45,-56.67,0.495,phone,ios,tcp,download,github.com,medium,False,False,208.67.222.222,47.7,0.23,0,1
85473,140,18311,120,1076,6.65,-99.26,0.42,phone,android,udp,browsing,habr.com,medium,True,False,1.1.1.1,51.6,0.92,0,1
59555,98,2379,276,20900,14.38,-54.52,0.595,phone,ios,quic,download,cloud.mail.ru,high,True,False,208.67.222.222,19.7,3.56,0,1
95330,157,77,3391,3017,9.78,119.4,0.306,laptop,windows,udp,gaming,gaijin.net,medium,True,False,1.1.1.1,63.8,0.43,0,1
28905,47,18545,490,16075,14.68,-3.72,0.136,laptop,windows,tcp,download,dl.google.com,medium,True,False,1.1.1.1,29.5,0.52,0,1
51475,84,19772,249,13226,3.48,-19.28,0.529,iot,android,tcp,download,cloud.mail.ru,medium,True,False,9.9.9.9,53.2,0.03,0,1
27550,45,12549,206,23296,2.99,-62.98,0.621,phone,ios,tcp,download,onedrive.live.com,high,True,True,1.1.1.1,46.3,1.91,1,0
21089,34,16765,1451,20665,9.96,-100.66,0.475,phone,android,udp,streaming,amediateka.ru,high,True,False,,39.0,1.15,1,0
82668,136,3926,46,1689,12.75,10.46,0.442,laptop,linux,tcp,browsing,mail.ru,low,False,,1.1.1.1,44.7,0.76,0,1
96594,159,3041,369,28378,14.34,49.14,0.256,laptop,linux,quic,streaming,netflix.com,medium,False,False,,61.3,0.4,0,1
84057,138,10679,171,41307,12.52,-19.41,0.637,iot,linux,tcp,download,mega.nz,low,True,False,1.1.1.1,77.6,0.05,0,1
42080,69,9461,87,40584,14.07,29.96,0.546,laptop,linux,udp,download,releases.1c.ru,medium,True,,1.1.1.1,34.2,0.09,0,1
63998,105,11190,1399,36882,19.57,-13.26,0.341,laptop,macos,udp,streaming,animego.org,low,True,False,9.9.9.9,28.8,0.48,0,1
111880,184,6046,559,17072,22.06,-20.03,0.319,laptop,windows,tcp,download,yadi.sk,medium,True,False,1.1.1.1,76.5,0.15,0,1
99665,164,5796,2046,1767,24.45,-57.41,0.238,phone,ios,udp,gaming,riot.com,high,False,False,,50.4,0.41,0,1
69608,114,15685,204,48355,5.04,40.17,0.332,laptop,windows,tcp,download,cloud.mail.ru,medium,True,False,9.9.9.9,40.3,0.36,0,1
484,0,18609,1703,46793,17.27,-58.61,0.109,phone,ios,udp,streaming,wink.ru,medium,True,False,208.67.222.222,45.4,0.5,0,1
45170,74,7874,510,51692,17.76,27.96,0.571,laptop,windows,tcp,download,update.1c.ru,medium,False,False,9.9.9.9,51.7,0.79,0,1
36811,60,18405,739,54433,20.48,-79.62,0.279,iot,android,udp,streaming,rutube.ru,high,True,False,9.9.9.9,47.2,0.18,0,1
95,0,3749,132,1926,17.31,-42.85,0.549,phone,ios,quic,browsing,avito.ru,high,False,,8.8.8.8,51.8,0.61,0,1
62796,103,11187,40,1695,23.24,44.49,0.472,laptop,windows,udp,browsing,avito.ru,medium,False,False,1.1.1.1,19.6,0.84,0,1
94980,156,10077,116,1796,14.96,-80.89,0.257,iot,linux,tcp,browsing,tbank.ru,medium,False,False,1.1.1.1,50.7,0.14,1,0
23416,38,15097,1935,3403,13.1,76.5,0.476,laptop,linux,udp,gaming,steampowered.com,high,False,False,9.9.9.9,66.3,0.21,0,1
53185,87,15274,1958,3744,19.78,-10.98,0.554,laptop,windows,udp,gaming,wargaming.net,high,False,False,8.8.8.8,46.5,0.52,1,0
22721,37,10320,422,40481,3.4,-17.56,0.0,iot,linux,tcp,download,mega.nz,low,False,False,9.9.9.9,94.6,0.06,1,0
72726,119,17866,398,62853,21.94,-81.59,0.582,phone,android,tcp,download,yadi.sk,low,False,False,9.9.9.9,83.0,1.7,0,1
32351,53,10319,1696,36354,13.96,-76.29,0.264,phone,android,tcp,streaming,youtube.com,high,False,True,1.1.1.1,76.0,0.06,1,0
111382,183,11013,75,1455,18.46,-110.58,0.588,iot,linux,tcp,browsing,vk.com,medium,False,False,9.9.9.9,45.2,0.25,1,0
2192,3,13897,1938,1512,7.84,-27.32,0.569,phone,ios,quic,gaming,gaijin.net,high,True,False,,35.9,0.79,0,1
56803,93,15441,407,24517,16.0,-73.04,0.534,iot,linux,udp,download,cloud.mail.ru,medium,True,False,208.67.222.222,45.3,0.25,1,0
119142,196,7019,118,1475,3.6,111.77,0.15,laptop,windows,udp,browsing,pikabu.ru,medium,True,False,9.9.9.9,29.5,0.57,1,0
101229,166,20015,1541,44692,14.22,34.76,0.266,laptop,macos,udp,streaming,start.ru,high,True,False,,40.5,0.67,1,0
91021,150,755,362,13732,4.65,-49.49,0.633,phone,ios,udp,download,yadi.sk,medium,True,False,208.67.222.222,30.7,2.99,0,1
100314,165,7954,401,16397,9.73,-61.58,0.775,phone,android,udp,streaming,premier.one,medium,False,False,208.67.222.222,62.5,2.33,0,1
17902,29,11900,314,38909,7.55,-37.15,0.299,phone,ios,udp,download,dl.google.com,medium,True,True,9.9.9.9,92.5,2.38,0,1
94372,155,10777,1942,3700,24.41,-51.36,0.679,iot,linux,udp,gaming,steampowered.com,high,False,True,,63.3,0.07,0,1
49989,82,9671,78,16324,0.82,-20.55,0.596,iot,linux,tcp,browsing,telegram.org,medium,False,True,8.8.8.8,48.4,0.17,0,1
12383,20,11266,572,35717,10.57,-38.29,0.475,iot,linux,udp,download,update.1c.ru,low,True,True,9.9.9.9,26.0,0.22,0,1
65858,108,12246,330,35806,21.39,-52.59,0.534,phone,ios,udp,download,cloud.mail.ru,medium,True,False,9.9.9.9,66.9,0.75,0,1
90685,149,11788,384,60032,20.68,-76.91,0.266,iot,android,udp,download,cloud.mail.ru,high,True,False,1.1.1.1,80.0,0.18,1,0
6189,10,3886,1726,62875,4.35,-66.67,0.493,iot,linux,tcp,streaming,kion.ru,medium,False,True,9.9.9.9,48.6,0.09,1,0
28301,46,18719,361,42564,4.92,-16.63,0.29,phone,ios,udp,download,releases.1c.ru,low,True,False,8.8.8.8,37.4,0.33,0,1
99574,164,1877,1021,32697,23.21,-57.22,0.364,phone,ios,udp,streaming,youtube.com,medium,False,True,208.67.222.222,55.3,2.43,0,1
82748,136,7227,558,24514,13.05,-11.29,0.416,laptop,linux,tcp,download,yadi.sk,medium,False,False,8.8.8.8,55.7,0.69,0,1
9539,15,19434,1521,1934,25.13,-93.64,0.411,phone,ios,udp,gaming,vkplay.ru,high,True,True,9.9.9.9,48.5,1.19,1,0
85716,141,2703,585,45770,4.53,-63.44,0.252,phone,android,tcp,download,yadi.sk,low,False,True,8.8.8.8,53.0,0.03,0,1
77300,127,8573,1022,10473,2.78,-53.7,0.352,phone,android,udp,streaming,kinopoisk.ru,high,False,False,9.9.9.9,64.9,0.3,0,1
93767,154,11737,257,19266,9.75,-91.71,0.305,iot,linux,tcp,download,github.com,low,False,False,,76.2,0.25,0,1
97246,160,5502,316,33879,15.17,-81.78,0.383,phone,ios,tcp,download,dl.google.com,low,False,True,8.8.8.8,47.5,1.85,1,0
39832,65,16453,289,25805,9.7,-85.4,0.426,phone,android,tcp,download,cdn.yandex.net,medium,True,False,8.8.8.8,58.4,2.87,1,0
48408,79,17760,1729,53419,11.38,-39.48,0.258,phone,ios,udp,streaming,youtube.com,high,False,True,,59.5,2.94,0,1
49995,82,9945,106,1119,3.48,-44.1,0.183,iot,linux,tcp,browsing,telegram.org,low,True,True,1.1.1.1,25.5,0.3,0,1
19780,32,13653,50,1176,18.41,-55.78,0.725,iot,linux,tcp,browsing,kinopoisk.ru,medium,True,False,,72.2,0.13,0,1
74708,123,932,33,779,17.49,-55.27,0.577,iot,linux,tcp,browsing,telegram.org,high,True,True,8.8.8.8,36.5,0.25,0,1
102941,169,15428,1550,2223,20.43,-91.27,0.361,phone,android,udp,gaming,gaijin.net,high,True,True,,32.4,5.01,0,1
98536,162,9078,1492,48378,9.11,5.71,0.35,laptop,windows,quic,streaming,twitch.tv,low,True,False,208.67.222.222,66.3,1.25,0,1
102182,168,9398,36,485,22.16,-72.8,0.721,phone,android,udp,browsing,fontanka.ru,low,False,False,8.8.8.8,40.0,0.07,1,0
116103,191,6944,77,1450,21.38,25.48,0.294,laptop,windows,tcp,browsing,pikabu.ru,low,True,False,1.1.1.1,17.3,0.05,0,1
85727,141,3384,60,1834,5.33,-80.01,0.558,phone,android,udp,browsing,rbc.ru,low,False,True,1.1.1.1,68.6,1.06,0,1
52936,87,5229,1567,52210,21.35,22.76,0.837,laptop,windows,udp,streaming,film.ru,high,False,False,208.67.222.222,65.4,0.76,1,0
84017,138,9370,86,405,13.01,-23.47,0.699,iot,linux,tcp,browsing,yandex.ru,low,True,True,9.9.9.9,57.8,0.06,1,0
91408,150,15380,1269,52029,5.61,-15.33,0.667,phone,ios,udp,streaming,ivi.ru,medium,False,False,9.9.9.9,25.1,0.47,1,0
46413,76,10014,561,20896,27.75,-92.73,0.301,phone,ios,quic,streaming,okko.tv,high,False,False,208.67.222.222,40.9,0.85,1,0
67717,111,12531,45,855,23.28,-90.64,0.478,phone,ios,quic,browsing,mail.ru,low,True,False,208.67.222.222,32.2,2.99,1,0
105919,174,13470,532,18353,6.63,-56.52,0.586,phone,android,tcp,download,onedrive.live.com,high,False,True,1.1.1.1,68.2,1.68,0,1
41545,68,12700,479,17347,8.48,65.81,0.283,laptop,macos,tcp,download,huggingface.co,medium,True,False,208.67.222.222,39.1,0.97,0,1
94553,155,17872,913,14112,23.31,-49.31,0.279,iot,linux,quic,streaming,ctc.ru,high,True,,,79.3,0.08,0,1
90742,149,13848,482,41125,18.69,-73.3,0.573,iot,android,tcp,download,download.kaspersky.com,high,True,False,8.8.8.8,48.4,0.12,0,1
25342,41,19924,523,22668,20.07,-14.94,0.337,laptop,linux,tcp,download,yadi.sk,medium,False,False,8.8.8.8,28.3,0.08,0,1
51645,85,1313,1413,54716,18.08,-60.93,0.259,phone,android,udp,streaming,wink.ru,medium,True,False,1.1.1.1,34.8,0.66,0,1
32570,53,19703,1175,29248,17.38,-79.21,0.418,phone,android,udp,streaming,ivi.ru,high,False,False,9.9.9.9,45.7,0.67,0,1
57328,94,12495,153,1147,7.72,-68.66,0.465,iot,linux,quic,browsing,ok.ru,high,True,False,,29.5,0.17,0,1
25691,42,9460,458,37936,28.08,-80.4,0.753,phone,android,quic,download,dl.google.com,low,True,True,8.8.8.8,40.8,0.18,0,1
84906,139,19607,562,50406,9.87,-112.33,0.654,phone,android,tcp,download,releases.1c.ru,low,False,False,,33.5,0.51,1,0
48971,80,17055,165,266,19.52,-73.83,0.37,phone,android,tcp,browsing,rambler.ru,high,True,,9.9.9.9,28.7,1.87,0,1
11848,19,13392,1431,61899,4.84,-96.48,0.37,phone,ios,udp,streaming,rutube.ru,medium,False,False,,84.8,1.77,0,1
55369,91,3851,928,22227,14.61,-100.45,0.671,iot,linux,tcp,streaming,ivi.ru,high,False,True,9.9.9.9,40.2,0.12,1,0
105488,173,20109,83,46368,1.12,-0.35,0.204,phone,android,tcp,download,yadi.sk,medium,False,False,8.8.8.8,54.3,0.37,0,1
107827,177,14301,322,65330,15.32,-81.95,0.231,phone,android,udp,download,cloud.mail.ru,low,False,False,208.67.222.222,42.2,1.37,1,0
14141,23,7976,458,15018,7.1,10.04,0.711,laptop,linux,udp,download,pytorch.org,medium,True,True,8.8.8.8,69.6,0.37,1,0
23900,39,10824,565,51034,3.95,-30.52,0.697,iot,linux,udp,streaming,rutube.ru,high,True,True,9.9.9.9,60.9,0.27,0,1
14021,23,3617,1135,3208,4.01,31.36,0.637,laptop,linux,udp,gaming,mail.ru,high,False,False,8.8.8.8,54.2,0.31,1,0
76734,126,10055,45,1170,13.73,-66.09,0.229,phone,ios,udp,browsing,ok.ru,low,True,True,9.9.9.9,55.6,1.55,0,1
58316,96,3108,272,18469,9.52,88.72,0.078,laptop,windows,tcp,download,huggingface.co,low,True,False,208.67.222.222,66.2,0.17,1,0
16630,27,10768,977,26944,1.42,-49.75,0.7,phone,android,tcp,streaming,film.ru,medium,True,,208.67.222.222,68.6,0.8,0,1
93886,154,16280,96,1179,11.19,-76.7,0.624,iot,linux,tcp,browsing,yandex.ru,medium,True,True,9.9.9.9,96.5,0.02,0,1
110094,181,7938,121,1205,12.81,-82.35,0.653,phone,android,tcp,browsing,mail.ru,medium,False,False,8.8.8.8,71.3,0.03,1,0
56072,92,9250,50,1708,18.62,97.86,0.627,laptop,macos,quic,browsing,ozon.ru,low,False,False,1.1.1.1,64.0,0.73,0,1
49924,82,6883,1496,2685,5.26,-52.07,0.384,iot,linux,udp,gaming,faceit.com,medium,True,False,1.1.1.1,30.8,0.09,0,1
108079,178,607,880,14217,14.97,-34.73,0.572,iot,android,udp,streaming,vkvideo.ru,high,False,True,,65.5,0.12,0,1
73836,121,13235,359,18789,20.79,-29.39,0.227,phone,ios,tcp,download,mega.nz,high,True,True,8.8.8.8,96.7,0.92,1,0
38333,63,6601,160,979,7.74,-64.15,0.719,phone,ios,quic,browsing,mail.ru,low,False,True,208.67.222.222,37.5,1.17,1,0
64812,106,19630,3302,1113,14.74,-47.09,0.524,phone,ios,udp,gaming,gaijin.net,high,True,False,,43.0,2.04,0,1
17066,28,4164,1757,39378,5.55,-63.67,0.309,iot,android,tcp,streaming,rutube.ru,high,False,False,208.67.222.222,30.0,0.17,0,1
116178,191,9703,295,18578,22.39,26.13,0.511,laptop,windows,tcp,download,cloud.mail.ru,medium,False,False,8.8.8.8,45.1,0.43,1,0
49998,82,10198,526,37737,3.55,-43.64,0.229,iot,linux,tcp,download,mega.nz,low,False,False,208.67.222.222,59.7,0.27,0,1
60973,100,10934,1212,857,8.37,35.0,0.585,laptop,windows,udp,gaming,mail.ru,high,False,False,,79.4,0.07,1,0
40814,67,8367,594,24839,21.12,-46.13,0.199,phone,android,tcp,download,releases.1c.ru,low,False,True,,23.3,1.54,0,1
47589,78,8849,2107,2035,11.34,-70.79,0.209,phone,ios,udp,gaming,steampowered.com,high,True,True,208.67.222.222,73.6,0.76,1,0
99127,163,7757,90,65432,22.28,-98.98,0.579,iot,linux,tcp,download,huggingface.co,high,False,False,208.67.222.222,95.1,0.01,0,1
34119,56,9135,516,21088,20.29,-53.81,0.537,iot,linux,quic,streaming,okko.tv,high,False,True,1.1.1.1,86.5,0.01,0,1
58999,97,5267,1372,27265,18.93,-104.65,0.435,phone,ios,udp,streaming,youtube.com,medium,False,True,1.1.1.1,45.2,2.27,1,0
5639,9,5326,424,53061,16.3,-23.47,0.444,iot,linux,udp,download,huggingface.co,low,True,True,8.8.8.8,39.5,0.16,0,1
13525,22,9286,153,16792,21.64,-106.65,0.587,phone,android,tcp,download,dl.google.com,low,True,False,9.9.9.9,85.3,2.22,1,0
60998,100,12176,489,41531,7.36,37.83,0.764,laptop,windows,tcp,download,yadi.sk,medium,False,False,1.1.1.1,60.6,0.94,1,0
